archive_path	source_type	source_name	target_type	target_name	status	detail
charsys/grim/anims/editor/gen/grim_idle_ui.acp	ACP	grim_idle_ui	CharClipSamples	grim_idle_ui	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/editor/gen/nu_idle_ui.acp	ACP	nu_idle_ui	CharClipSamples	nu_idle_ui	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/metal_singer/gen/metal_face.rnd_ps2	Mesh	open.1.mesh	Mesh	open.1.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_face.rnd_ps2	Mesh	ref.1.mesh	Mesh	ref.1.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_face.rnd_ps2	Morph	face.mrf	Morph	face.mrf	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Tex	metal_singer_arms.tex	Tex	metal_singer_arms.tex	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Tex	metal_singer_hair.tex	Tex	metal_singer_hair.tex	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Tex	metal_singer_head.tex	Tex	metal_singer_head.tex	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Tex	metal_singer_legs.tex	Tex	metal_singer_legs.tex	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Tex	metal_singer_torso.tex	Tex	metal_singer_torso.tex	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Tex	mic.tex	Tex	mic.tex	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mat	legs-singer.mat	Mat	legs-singer.mat	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mat	hair-singer.mat	Mat	hair-singer.mat	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mat	arms-singer.mat	Mat	arms-singer.mat	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mat	torso-singer.mat	Mat	torso-singer.mat	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mat	foot-singer.mat	Mat	foot-singer.mat	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mat	necklace-singer.mat	Mat	necklace-singer.mat	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mat	obj_mic_stand.mat	Mat	obj_mic_stand.mat	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mat	head-singer.mat	Mat	head-singer.mat	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.7.mesh	Mesh	msinger.7.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-hand.mesh	Mesh	bone_R-hand.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-upperTwist2.mesh	Mesh	bone_L-upperTwist2.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.13.mesh	Mesh	msinger.13.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-foreArm.mesh	Mesh	bone_R-foreArm.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-upperTwist1.mesh	Mesh	bone_R-upperTwist1.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	mic_stand.mesh	Mesh	mic_stand.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.4.mesh	Mesh	msinger_lod1.4.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.17.mesh	Mesh	msinger.17.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.13.mesh	Mesh	msinger_lod1.13.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.8.mesh	Mesh	msinger_lod1.8.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.17.mesh	Mesh	msinger_lod1.17.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	shair_lod1.mesh	Mesh	shair_lod1.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.20.mesh	Mesh	msinger.20.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-ankle.mesh	Mesh	bone_R-ankle.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-hand.mesh	Mesh	bone_L-hand.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_pos_mic.mesh	Mesh	bone_pos_mic.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	Bip01 Ponytail11.mesh	Mesh	Bip01 Ponytail11.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.2.mesh	Mesh	msinger.2.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.mesh	Mesh	msinger_lod1.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.6.mesh	Mesh	msinger.6.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-thigh.mesh	Mesh	bone_L-thigh.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-thumb01.mesh	Mesh	bone_L-thumb01.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-upperTwist1.mesh	Mesh	bone_L-upperTwist1.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.12.mesh	Mesh	msinger.12.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.3.mesh	Mesh	msinger_lod1.3.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.16.mesh	Mesh	msinger.16.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-clavicle.mesh	Mesh	bone_L-clavicle.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bullet_beltX.mesh	Mesh	bullet_beltX.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_spine2.mesh	Mesh	bone_spine2.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.12.mesh	Mesh	msinger_lod1.12.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-upperArm.mesh	Mesh	bone_L-upperArm.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.7.mesh	Mesh	msinger_lod1.7.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.16.mesh	Mesh	msinger_lod1.16.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-toe.mesh	Mesh	bone_L-toe.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-thigh.mesh	Mesh	bone_R-thigh.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.1.mesh	Mesh	msinger.1.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_pelvis.mesh	Mesh	bone_pelvis.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_neck.mesh	Mesh	bone_neck.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.5.mesh	Mesh	msinger.5.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-clavicle.mesh	Mesh	bone_R-clavicle.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-upperArm.mesh	Mesh	bone_R-upperArm.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.9.mesh	Mesh	msinger.9.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.11.mesh	Mesh	msinger.11.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	hairNEW01.mesh	Mesh	hairNEW01.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.2.mesh	Mesh	msinger_lod1.2.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.15.mesh	Mesh	msinger.15.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	Bip01 Ponytail21.mesh	Mesh	Bip01 Ponytail21.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_spine1.mesh	Mesh	bone_spine1.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.11.mesh	Mesh	msinger_lod1.11.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.6.mesh	Mesh	msinger_lod1.6.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.19.mesh	Mesh	msinger.19.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-knee.mesh	Mesh	bone_R-knee.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.15.mesh	Mesh	msinger_lod1.15.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.19.mesh	Mesh	msinger_lod1.19.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-foreArm.mesh	Mesh	bone_L-foreArm.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-thumb01.mesh	Mesh	bone_R-thumb01.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	Bip01 Ponytail2.mesh	Mesh	Bip01 Ponytail2.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.4.mesh	Mesh	msinger.4.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-knee.mesh	Mesh	bone_L-knee.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.8.mesh	Mesh	msinger.8.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.10.mesh	Mesh	msinger.10.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-toe.mesh	Mesh	bone_R-toe.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.1.mesh	Mesh	msinger_lod1.1.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.14.mesh	Mesh	msinger.14.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.10.mesh	Mesh	msinger_lod1.10.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_R-upperTwist2.mesh	Mesh	bone_R-upperTwist2.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.5.mesh	Mesh	msinger_lod1.5.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.14.mesh	Mesh	msinger_lod1.14.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.mesh	Mesh	msinger.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.9.mesh	Mesh	msinger_lod1.9.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_base.mesh	Mesh	bone_base.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger_lod1.18.mesh	Mesh	msinger_lod1.18.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	necklace_singer.mesh	Mesh	necklace_singer.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_L-ankle.mesh	Mesh	bone_L-ankle.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	Bip01 Ponytail1.mesh	Mesh	Bip01 Ponytail1.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	bone_head.mesh	Mesh	bone_head.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	msinger.3.mesh	Mesh	msinger.3.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	Mesh	face.mesh	Mesh	face.mesh	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	View	lod0_body.view	Group	lod0_body.view	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	View	lod1_body.view	Group	lod1_body.view	converted	revision-aware semantic conversion
charsys/metal_singer/gen/metal_singer.rnd_ps2	View	top.view	Group	top.view	converted	revision-aware semantic conversion
charsys/nu_metal/anims/gen/nu_walk_normal_right_medium.acp	ACP	nu_walk_normal_right_medium	CharClipSamples	nu_walk_normal_right_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_walk_normal_forward_fast.acp	ACP	nu_walk_normal_forward_fast	CharClipSamples	nu_walk_normal_forward_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_walk_forward_medium.acp	ACP	nu_walk_forward_medium	CharClipSamples	nu_walk_forward_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_right_180_fast.acp	ACP	nu_turn_right_180_fast	CharClipSamples	nu_turn_right_180_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_right_135_medium.acp	ACP	nu_turn_right_135_medium	CharClipSamples	nu_turn_right_135_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_right_90_fast.acp	ACP	nu_stop_right_90_fast	CharClipSamples	nu_stop_right_90_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_right_45_medium.acp	ACP	nu_stop_right_45_medium	CharClipSamples	nu_stop_right_45_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_left_45_fast.acp	ACP	nu_stop_left_45_fast	CharClipSamples	nu_stop_left_45_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_idle_medium.acp	ACP	nu_idle_medium	CharClipSamples	nu_idle_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_right_180_medium.acp	ACP	nu_turn_right_180_medium	CharClipSamples	nu_turn_right_180_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_right_90_medium.acp	ACP	nu_stop_right_90_medium	CharClipSamples	nu_stop_right_90_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_forward_fast.acp	ACP	nu_turn_forward_fast	CharClipSamples	nu_turn_forward_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_left_45_medium.acp	ACP	nu_turn_left_45_medium	CharClipSamples	nu_turn_left_45_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_forward_medium.acp	ACP	nu_stop_forward_medium	CharClipSamples	nu_stop_forward_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_right_135_fast.acp	ACP	nu_stop_right_135_fast	CharClipSamples	nu_stop_right_135_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_left_90_medium.acp	ACP	nu_turn_left_90_medium	CharClipSamples	nu_turn_left_90_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_left_135_fast.acp	ACP	nu_turn_left_135_fast	CharClipSamples	nu_turn_left_135_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_walk_normal_forward_medium.acp	ACP	nu_walk_normal_forward_medium	CharClipSamples	nu_walk_normal_forward_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_idle_fast.acp	ACP	nu_idle_fast	CharClipSamples	nu_idle_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_left_135_medium.acp	ACP	nu_turn_left_135_medium	CharClipSamples	nu_turn_left_135_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_walk_backward_medium.acp	ACP	nu_walk_backward_medium	CharClipSamples	nu_walk_backward_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_right_90_fast.acp	ACP	nu_turn_right_90_fast	CharClipSamples	nu_turn_right_90_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_backward_fast.acp	ACP	nu_stop_backward_fast	CharClipSamples	nu_stop_backward_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_backward_medium.acp	ACP	nu_stop_backward_medium	CharClipSamples	nu_stop_backward_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_left_180_medium.acp	ACP	nu_turn_left_180_medium	CharClipSamples	nu_turn_left_180_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_left_90_fast.acp	ACP	nu_stop_left_90_fast	CharClipSamples	nu_stop_left_90_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_right_45_medium.acp	ACP	nu_turn_right_45_medium	CharClipSamples	nu_turn_right_45_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_extreme_medium_04.acp	ACP	nu_extreme_medium_04	CharClipSamples	nu_extreme_medium_04	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_walk_left_fast.acp	ACP	nu_walk_left_fast	CharClipSamples	nu_walk_left_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_extreme_medium_03.acp	ACP	nu_extreme_medium_03	CharClipSamples	nu_extreme_medium_03	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_extreme_medium_02.acp	ACP	nu_extreme_medium_02	CharClipSamples	nu_extreme_medium_02	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_extreme_medium_01.acp	ACP	nu_extreme_medium_01	CharClipSamples	nu_extreme_medium_01	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_walk_right_medium.acp	ACP	nu_walk_right_medium	CharClipSamples	nu_walk_right_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_walk_forward_fast.acp	ACP	nu_walk_forward_fast	CharClipSamples	nu_walk_forward_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_lose_03.acp	ACP	nu_lose_03	CharClipSamples	nu_lose_03	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_lose_02.acp	ACP	nu_lose_02	CharClipSamples	nu_lose_02	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_left_45_fast.acp	ACP	nu_turn_left_45_fast	CharClipSamples	nu_turn_left_45_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_lose_01.acp	ACP	nu_lose_01	CharClipSamples	nu_lose_01	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_right_90_medium.acp	ACP	nu_turn_right_90_medium	CharClipSamples	nu_turn_right_90_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_left_180_fast.acp	ACP	nu_turn_left_180_fast	CharClipSamples	nu_turn_left_180_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_backward_fast.acp	ACP	nu_turn_backward_fast	CharClipSamples	nu_turn_backward_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_walk_backward_fast.acp	ACP	nu_walk_backward_fast	CharClipSamples	nu_walk_backward_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_forward_medium.acp	ACP	nu_turn_forward_medium	CharClipSamples	nu_turn_forward_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_right_135_fast.acp	ACP	nu_turn_right_135_fast	CharClipSamples	nu_turn_right_135_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stand_bad.acp	ACP	nu_stand_bad	CharClipSamples	nu_stand_bad	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_forward_fast.acp	ACP	nu_stop_forward_fast	CharClipSamples	nu_stop_forward_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_right_45_fast.acp	ACP	nu_stop_right_45_fast	CharClipSamples	nu_stop_right_45_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_intro_02.acp	ACP	nu_intro_02	CharClipSamples	nu_intro_02	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_left_45_medium.acp	ACP	nu_stop_left_45_medium	CharClipSamples	nu_stop_left_45_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_intro_01.acp	ACP	nu_intro_01	CharClipSamples	nu_intro_01	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_extreme_fast_04.acp	ACP	nu_extreme_fast_04	CharClipSamples	nu_extreme_fast_04	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_backward_medium.acp	ACP	nu_turn_backward_medium	CharClipSamples	nu_turn_backward_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_extreme_fast_02.acp	ACP	nu_extreme_fast_02	CharClipSamples	nu_extreme_fast_02	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_extreme_fast_01.acp	ACP	nu_extreme_fast_01	CharClipSamples	nu_extreme_fast_01	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stand_medium_04.acp	ACP	nu_stand_medium_04	CharClipSamples	nu_stand_medium_04	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stand_medium_03.acp	ACP	nu_stand_medium_03	CharClipSamples	nu_stand_medium_03	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stand_medium_01.acp	ACP	nu_stand_medium_01	CharClipSamples	nu_stand_medium_01	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_special_02.acp	ACP	nu_special_02	CharClipSamples	nu_special_02	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stand_fast_03.acp	ACP	nu_stand_fast_03	CharClipSamples	nu_stand_fast_03	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_special_01.acp	ACP	nu_special_01	CharClipSamples	nu_special_01	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stand_fast_02.acp	ACP	nu_stand_fast_02	CharClipSamples	nu_stand_fast_02	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stand_fast_01.acp	ACP	nu_stand_fast_01	CharClipSamples	nu_stand_fast_01	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_stop_left_90_medium.acp	ACP	nu_stop_left_90_medium	CharClipSamples	nu_stop_left_90_medium	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_win_final.acp	ACP	nu_win_final	CharClipSamples	nu_win_final	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
charsys/nu_metal/anims/gen/nu_turn_left_90_fast.acp	ACP	nu_turn_left_90_fast	CharClipSamples	nu_turn_left_90_fast	converted	revision-18/5 ACP mapped to native revision-10 CharClipSamples
