archive_path	object	set0_channels	set0_samples	set0_compression	set0_frame_bytes	set0_sample_bytes	set0_facing_channels	set1_channels	set1_samples	set1_compression	set1_frame_bytes	set1_sample_bytes	set1_facing_channels	overlap_channels
charsys/alterna/anims/finger/gen/finger_hold_ring.acp	finger_hold_ring	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_vibrato_ring_hi.acp	finger_vibrato_ring_hi	13	10	1	72	720	0	4	1	1	8	8	0	0
charsys/alterna/anims/finger/gen/finger_vibrato_index_hi.acp	finger_vibrato_index_hi	7	9	1	42	378	0	10	1	1	38	38	0	0
charsys/alterna/anims/finger/gen/finger_hold_pinky.acp	finger_hold_pinky	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_powerchord_2.acp	finger_powerchord_2	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_powerchord_1.acp	finger_powerchord_1	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_hold_ring_hi.acp	finger_hold_ring_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_hold_middle_hi.acp	finger_hold_middle_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_chord_openmajor.acp	finger_chord_openmajor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_chord_dmajor.acp	finger_chord_dmajor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_vibrato_middle.acp	finger_vibrato_middle	7	9	1	38	342	0	10	1	1	42	42	0	0
charsys/alterna/anims/finger/gen/finger_chord_seventh.acp	finger_chord_seventh	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_hold_middle.acp	finger_hold_middle	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_hold_pinky_hi.acp	finger_hold_pinky_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_chord_cmajor.acp	finger_chord_cmajor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/finger_hold_index_hi.acp	finger_hold_index_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/strum_pluck_down.acp	strum_pluck_down	10	7	1	54	378	0	10	1	1	44	44	0	0
charsys/alterna/anims/finger/gen/finger_vibrato_middle_hi.acp	finger_vibrato_middle_hi	9	9	1	52	468	0	8	1	1	28	28	0	0
charsys/alterna/anims/finger/gen/finger_chord_openminor.acp	finger_chord_openminor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/alterna/anims/finger/gen/strum_open.acp	strum_open	0	0	1	0	0	0	20	1	1	98	98	0	0
charsys/hiphop/anims/finger/gen/finger_chord_bar.acp	finger_chord_bar	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_vibrato_index.acp	finger_vibrato_index	5	9	1	28	252	0	12	1	1	52	52	0	0
charsys/hiphop/anims/finger/gen/strum_down_long.acp	strum_down_long	14	31	1	68	2108	0	6	1	1	30	30	0	0
charsys/hiphop/anims/finger/gen/strum_pluck_short.acp	strum_pluck_short	1	7	1	8	56	0	19	1	1	90	90	0	0
charsys/hiphop/anims/finger/gen/finger_vibrato_pinky.acp	finger_vibrato_pinky	9	9	1	48	432	0	8	1	1	32	32	0	0
charsys/hiphop/anims/finger/gen/finger_vibrato_pinky_hi.acp	finger_vibrato_pinky_hi	11	9	1	68	612	0	6	1	1	12	12	0	0
charsys/hiphop/anims/finger/gen/finger_open.acp	finger_open	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_vibrato_ring.acp	finger_vibrato_ring	9	13	1	42	546	0	8	1	1	38	38	0	0
charsys/hiphop/anims/finger/gen/finger_hold_index.acp	finger_hold_index	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_hold_ring.acp	finger_hold_ring	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_vibrato_ring_hi.acp	finger_vibrato_ring_hi	13	10	1	72	720	0	4	1	1	8	8	0	0
charsys/hiphop/anims/finger/gen/finger_vibrato_index_hi.acp	finger_vibrato_index_hi	7	9	1	42	378	0	10	1	1	38	38	0	0
charsys/hiphop/anims/finger/gen/finger_hold_pinky.acp	finger_hold_pinky	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_powerchord_2.acp	finger_powerchord_2	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_powerchord_1.acp	finger_powerchord_1	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_hold_ring_hi.acp	finger_hold_ring_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_hold_middle_hi.acp	finger_hold_middle_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_chord_openmajor.acp	finger_chord_openmajor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_chord_dmajor.acp	finger_chord_dmajor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_vibrato_middle.acp	finger_vibrato_middle	7	9	1	38	342	0	10	1	1	42	42	0	0
charsys/hiphop/anims/finger/gen/finger_chord_seventh.acp	finger_chord_seventh	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_hold_middle.acp	finger_hold_middle	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_hold_pinky_hi.acp	finger_hold_pinky_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_chord_cmajor.acp	finger_chord_cmajor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/finger_hold_index_hi.acp	finger_hold_index_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/strum_pluck_down.acp	strum_pluck_down	14	7	1	68	476	0	6	1	1	30	30	0	0
charsys/hiphop/anims/finger/gen/finger_vibrato_middle_hi.acp	finger_vibrato_middle_hi	9	9	1	52	468	0	8	1	1	28	28	0	0
charsys/hiphop/anims/finger/gen/finger_chord_openminor.acp	finger_chord_openminor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/hiphop/anims/finger/gen/strum_open.acp	strum_open	0	0	1	0	0	0	20	1	1	98	98	0	0
charsys/metal_keyboard/anims/gen/keyboard_idle.acp	keyboard_idle	21	150	1	136	20400	0	3	1	1	18	18	0	0
charsys/metal_keyboard/anims/gen/keyboard_active_fast.acp	keyboard_active_fast	21	201	1	136	27336	0	3	1	1	18	18	0	0
charsys/metal_keyboard/anims/gen/keyboard_win.acp	keyboard_win	23	301	1	152	45752	0	1	1	1	2	2	0	0
charsys/metal_keyboard/anims/gen/keyboard_active_medium.acp	keyboard_active_medium	21	219	1	136	29784	0	3	1	1	18	18	0	0
charsys/metal_keyboard/anims/gen/keyboard_lose.acp	keyboard_lose	21	301	1	136	40936	0	3	1	1	18	18	0	0
charsys/alterna/anims/editor/gen/alterna_idle_ui.acp	alterna_idle_ui	22	169	1	154	26026	0	33	1	1	138	138	0	0
charsys/hiphop/anims/editor/gen/hiphop_idle_ui.acp	hiphop_idle_ui	32	254	1	192	48768	0	23	1	1	100	100	0	0
charsys/classic/anims/gen/classic_walk_normal_left_medium.acp	classic_walk_normal_left_medium	26	130	1	178	23140	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_walk_normal_forward_medium.acp	classic_walk_normal_forward_medium	26	179	1	178	31862	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stop_backward_medium.acp	classic_stop_backward_medium	26	85	1	178	15130	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_left_180_medium.acp	classic_turn_left_180_medium	26	86	1	178	15308	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stop_left_45_medium.acp	classic_stop_left_45_medium	26	86	1	178	15308	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_left_90_fast.acp	classic_turn_left_90_fast	26	101	1	178	17978	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stand_fast_02.acp	classic_stand_fast_02	29	145	1	190	27550	2	28	1	1	116	116	0	0
charsys/classic/anims/gen/classic_turn_left_180_fast.acp	classic_turn_left_180_fast	26	66	1	178	11748	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stand_fast_01.acp	classic_stand_fast_01	19	145	1	140	20300	2	38	1	1	166	166	0	0
charsys/classic/anims/gen/classic_walk_normal_left_fast.acp	classic_walk_normal_left_fast	26	81	1	178	14418	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_idle_medium.acp	classic_idle_medium	22	152	1	158	24016	2	35	1	1	148	148	0	0
charsys/classic/anims/gen/classic_turn_backward_fast.acp	classic_turn_backward_fast	26	68	1	178	12104	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_walk_left_medium.acp	classic_walk_left_medium	25	109	1	170	18530	2	32	1	1	136	136	0	0
charsys/classic/anims/gen/classic_stop_left_90_medium.acp	classic_stop_left_90_medium	26	83	1	178	14774	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_right_45_medium.acp	classic_turn_right_45_medium	27	71	1	186	13206	2	30	1	1	120	120	0	0
charsys/classic/anims/gen/classic_walk_backward_fast.acp	classic_walk_backward_fast	27	145	1	186	26970	2	30	1	1	120	120	0	0
charsys/classic/anims/gen/classic_stop_right_135_medium.acp	classic_stop_right_135_medium	26	70	1	178	12460	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stop_right_45_fast.acp	classic_stop_right_45_fast	26	72	1	178	12816	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_right_90_medium.acp	classic_turn_right_90_medium	26	70	1	178	12460	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_right_135_medium.acp	classic_turn_right_135_medium	26	75	1	178	13350	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_right_180_medium.acp	classic_turn_right_180_medium	26	78	1	178	13884	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_walk_normal_right_fast.acp	classic_walk_normal_right_fast	26	90	1	178	16020	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_lose_03.acp	classic_lose_03	43	210	1	266	55860	2	14	1	1	40	40	0	0
charsys/classic/anims/gen/classic_stop_left_45_fast.acp	classic_stop_left_45_fast	26	68	1	178	12104	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_lose_02.acp	classic_lose_02	50	228	1	286	65208	2	7	1	1	20	20	0	0
charsys/classic/anims/gen/classic_lose_01.acp	classic_lose_01	36	161	1	234	37674	2	21	1	1	72	72	0	0
charsys/classic/anims/gen/classic_walk_forward_medium.acp	classic_walk_forward_medium	25	128	1	170	21760	2	32	1	1	136	136	0	0
charsys/classic/anims/gen/classic_turn_right_180_fast.acp	classic_turn_right_180_fast	26	82	1	178	14596	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_intro_02.acp	classic_intro_02	29	182	1	190	34580	2	28	1	1	116	116	0	0
charsys/classic/anims/gen/classic_turn_forward_fast.acp	classic_turn_forward_fast	26	86	1	178	15308	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stand_bad.acp	classic_stand_bad	24	242	1	162	39204	2	33	1	1	144	144	0	0
charsys/classic/anims/gen/classic_turn_backward_medium.acp	classic_turn_backward_medium	26	84	1	178	14952	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stop_left_135_fast.acp	classic_stop_left_135_fast	26	74	1	178	13172	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_right_45_fast.acp	classic_turn_right_45_fast	26	72	1	178	12816	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_special_02.acp	classic_special_02	51	111	1	294	32634	2	6	1	1	12	12	0	0
charsys/classic/anims/gen/classic_special_01.acp	classic_special_01	26	214	1	178	38092	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_left_45_medium.acp	classic_turn_left_45_medium	26	76	1	178	13528	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_walk_normal_backward_fast.acp	classic_walk_normal_backward_fast	26	107	1	178	19046	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_win_final.acp	classic_win_final	55	551	1	290	159790	2	2	1	1	16	16	0	0
charsys/classic/anims/gen/classic_stop_right_90_fast.acp	classic_stop_right_90_fast	26	75	1	178	13350	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stop_forward_medium.acp	classic_stop_forward_medium	26	79	1	178	14062	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stop_right_135_fast.acp	classic_stop_right_135_fast	26	76	1	178	13528	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_walk_normal_right_medium.acp	classic_walk_normal_right_medium	26	126	1	178	22428	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_walk_normal_forward_fast.acp	classic_walk_normal_forward_fast	26	98	1	178	17444	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_left_90_medium.acp	classic_turn_left_90_medium	26	83	1	178	14774	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stop_left_135_medium.acp	classic_stop_left_135_medium	26	83	1	178	14774	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_win_03.acp	classic_win_03	56	245	1	298	73010	2	1	1	1	8	8	0	0
charsys/classic/anims/gen/classic_win_02.acp	classic_win_02	54	270	1	294	79380	2	3	1	1	12	12	0	0
charsys/classic/anims/gen/classic_win_01.acp	classic_win_01	39	161	1	246	39606	2	18	1	1	60	60	0	0
charsys/classic/anims/gen/classic_walk_normal_backward_medium.acp	classic_walk_normal_backward_medium	26	206	1	178	36668	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stop_left_90_fast.acp	classic_stop_left_90_fast	26	75	1	178	13350	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_extreme_medium_04.acp	classic_extreme_medium_04	26	164	1	178	29192	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_extreme_medium_03.acp	classic_extreme_medium_03	26	340	1	178	60520	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_extreme_medium_02.acp	classic_extreme_medium_02	26	183	1	178	32574	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_extreme_medium_01.acp	classic_extreme_medium_01	26	268	1	178	47704	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_extreme_fast_04.acp	classic_extreme_fast_04	26	188	1	178	33464	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_extreme_fast_03.acp	classic_extreme_fast_03	25	255	1	170	43350	2	32	1	1	136	136	0	0
charsys/classic/anims/gen/classic_walk_right_medium.acp	classic_walk_right_medium	25	119	1	170	20230	2	32	1	1	136	136	0	0
charsys/classic/anims/gen/classic_walk_forward_fast.acp	classic_walk_forward_fast	25	119	1	170	20230	2	32	1	1	136	136	0	0
charsys/classic/anims/gen/classic_extreme_fast_02.acp	classic_extreme_fast_02	24	128	1	162	20736	2	33	1	1	144	144	0	0
charsys/classic/anims/gen/classic_extreme_fast_01.acp	classic_extreme_fast_01	26	268	1	178	47704	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_left_45_fast.acp	classic_turn_left_45_fast	26	67	1	178	11926	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_left_135_fast.acp	classic_turn_left_135_fast	26	71	1	178	12638	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stop_right_45_medium.acp	classic_stop_right_45_medium	26	89	1	178	15842	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_stand_medium_03.acp	classic_stand_medium_03	23	154	1	160	24640	2	34	1	1	146	146	0	0
charsys/classic/anims/gen/classic_stand_medium_02.acp	classic_stand_medium_02	23	220	1	160	35200	2	34	1	1	146	146	0	0
charsys/classic/anims/gen/classic_stand_medium_01.acp	classic_stand_medium_01	23	195	1	160	31200	2	34	1	1	146	146	0	0
charsys/classic/anims/gen/classic_stop_right_90_medium.acp	classic_stop_right_90_medium	26	78	1	178	13884	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_right_90_fast.acp	classic_turn_right_90_fast	27	86	1	186	15996	2	30	1	1	120	120	0	0
charsys/classic/anims/gen/classic_stop_backward_fast.acp	classic_stop_backward_fast	26	68	1	178	12104	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_walk_right_fast.acp	classic_walk_right_fast	25	78	1	170	13260	2	32	1	1	136	136	0	0
charsys/classic/anims/gen/classic_stop_forward_fast.acp	classic_stop_forward_fast	26	59	1	178	10502	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_walk_left_fast.acp	classic_walk_left_fast	25	93	1	170	15810	2	32	1	1	136	136	0	0
charsys/classic/anims/gen/classic_turn_forward_medium.acp	classic_turn_forward_medium	26	77	1	178	13706	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_right_135_fast.acp	classic_turn_right_135_fast	26	67	1	178	11926	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_turn_left_135_medium.acp	classic_turn_left_135_medium	26	77	1	178	13706	2	31	1	1	128	128	0	0
charsys/classic/anims/gen/classic_idle_fast.acp	classic_idle_fast	22	152	1	158	24016	2	35	1	1	148	148	0	0
charsys/classic/anims/gen/classic_walk_backward_medium.acp	classic_walk_backward_medium	26	150	1	178	26700	2	31	1	1	128	128	0	0
charsys/punk/anims/finger/gen/finger_chord_bar.acp	finger_chord_bar	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_vibrato_index.acp	finger_vibrato_index	6	9	1	40	360	0	11	1	1	40	40	0	0
charsys/punk/anims/finger/gen/strum_down_long.acp	strum_down_long	17	31	1	86	2666	0	3	1	1	12	12	0	0
charsys/punk/anims/finger/gen/strum_pluck_short.acp	strum_pluck_short	4	7	1	30	210	0	16	1	1	68	68	0	0
charsys/punk/anims/finger/gen/finger_vibrato_pinky.acp	finger_vibrato_pinky	9	9	1	48	432	0	8	1	1	32	32	0	0
charsys/punk/anims/finger/gen/finger_vibrato_pinky_hi.acp	finger_vibrato_pinky_hi	11	9	1	68	612	0	6	1	1	12	12	0	0
charsys/punk/anims/finger/gen/finger_open.acp	finger_open	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_vibrato_ring.acp	finger_vibrato_ring	9	9	1	48	432	0	8	1	1	32	32	0	0
charsys/punk/anims/finger/gen/finger_hold_index.acp	finger_hold_index	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_hold_ring.acp	finger_hold_ring	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_vibrato_ring_hi.acp	finger_vibrato_ring_hi	11	9	1	68	612	0	6	1	1	12	12	0	0
charsys/punk/anims/finger/gen/finger_vibrato_index_hi.acp	finger_vibrato_index_hi	6	9	1	40	360	0	11	1	1	40	40	0	0
charsys/punk/anims/finger/gen/finger_hold_pinky.acp	finger_hold_pinky	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_powerchord_2.acp	finger_powerchord_2	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_powerchord_1.acp	finger_powerchord_1	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_hold_ring_hi.acp	finger_hold_ring_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_hold_middle_hi.acp	finger_hold_middle_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_chord_openmajor.acp	finger_chord_openmajor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_chord_dmajor.acp	finger_chord_dmajor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_vibrato_middle.acp	finger_vibrato_middle	7	9	1	38	342	0	10	1	1	42	42	0	0
charsys/punk/anims/finger/gen/finger_chord_seventh.acp	finger_chord_seventh	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_hold_middle.acp	finger_hold_middle	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_hold_pinky_hi.acp	finger_hold_pinky_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_chord_cmajor.acp	finger_chord_cmajor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/finger_hold_index_hi.acp	finger_hold_index_hi	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/strum_pluck_down.acp	strum_pluck_down	4	7	1	30	210	0	16	1	1	68	68	0	0
charsys/punk/anims/finger/gen/finger_vibrato_middle_hi.acp	finger_vibrato_middle_hi	9	9	1	52	468	0	8	1	1	28	28	0	0
charsys/punk/anims/finger/gen/finger_chord_openminor.acp	finger_chord_openminor	0	0	1	0	0	0	17	1	1	80	80	0	0
charsys/punk/anims/finger/gen/strum_open.acp	strum_open	0	0	1	0	0	0	20	1	1	98	98	0	0
charsys/alterna/anims/gen/alterna_turn_backward_medium.acp	alterna_turn_backward_medium	26	76	1	178	13528	2	31	1	1	128	128	0	0
charsys/alterna/anims/gen/alterna_win_final.acp	alterna_win_final	55	551	1	290	159790	2	2	1	1	16	16	0	0
charsys/alterna/anims/gen/alterna_idle_medium.acp	alterna_idle_medium	23	153	1	160	24480	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_lose_03.acp	alterna_lose_03	38	165	1	226	37290	2	19	1	1	80	80	0	0
charsys/alterna/anims/gen/alterna_walk_left_medium.acp	alterna_walk_left_medium	23	123	1	160	19680	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_lose_02.acp	alterna_lose_02	38	211	1	226	47686	2	19	1	1	80	80	0	0
charsys/alterna/anims/gen/alterna_lose_01.acp	alterna_lose_01	42	228	1	258	58824	2	15	1	1	48	48	0	0
charsys/alterna/anims/gen/alterna_stop_left_90_fast.acp	alterna_stop_left_90_fast	26	75	1	178	13350	2	31	1	1	128	128	0	0
charsys/alterna/anims/gen/alterna_turn_left_180_fast.acp	alterna_turn_left_180_fast	26	66	1	178	11748	2	31	1	1	128	128	0	0
charsys/alterna/anims/gen/alterna_turn_forward_medium.acp	alterna_turn_forward_medium	23	71	1	160	11360	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_turn_right_135_fast.acp	alterna_turn_right_135_fast	26	67	1	178	11926	2	31	1	1	128	128	0	0
charsys/alterna/anims/gen/alterna_turn_backward_fast.acp	alterna_turn_backward_fast	23	51	1	160	8160	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_extreme_medium_04.acp	alterna_extreme_medium_04	23	241	1	160	38560	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_stop_left_135_medium.acp	alterna_stop_left_135_medium	23	83	1	160	13280	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_extreme_medium_03.acp	alterna_extreme_medium_03	23	305	1	160	48800	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_extreme_medium_02.acp	alterna_extreme_medium_02	23	227	1	160	36320	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_extreme_medium_01.acp	alterna_extreme_medium_01	23	241	1	160	38560	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_walk_backward_fast.acp	alterna_walk_backward_fast	23	171	1	160	27360	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_walk_right_medium.acp	alterna_walk_right_medium	23	142	1	160	22720	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_walk_forward_fast.acp	alterna_walk_forward_fast	23	164	1	160	26240	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_turn_left_45_fast.acp	alterna_turn_left_45_fast	26	67	1	178	11926	2	31	1	1	128	128	0	0
charsys/alterna/anims/gen/alterna_walk_normal_left_medium.acp	alterna_walk_normal_left_medium	23	97	1	160	15520	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_stop_left_45_medium.acp	alterna_stop_left_45_medium	23	86	1	160	13760	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_stop_right_45_fast.acp	alterna_stop_right_45_fast	26	72	1	178	12816	2	31	1	1	128	128	0	0
charsys/alterna/anims/gen/alterna_stop_left_90_medium.acp	alterna_stop_left_90_medium	23	86	1	160	13760	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_stop_right_45_medium.acp	alterna_stop_right_45_medium	23	96	1	160	15360	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_stop_right_90_medium.acp	alterna_stop_right_90_medium	23	94	1	160	15040	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_special_02.acp	alterna_special_02	46	145	1	266	38570	2	11	1	1	40	40	0	0
charsys/alterna/anims/gen/alterna_extreme_fast_05.acp	alterna_extreme_fast_05	26	246	1	178	43788	2	31	1	1	128	128	0	0
charsys/alterna/anims/gen/alterna_special_01.acp	alterna_special_01	43	121	1	242	29282	2	14	1	1	64	64	0	0
charsys/alterna/anims/gen/alterna_extreme_fast_04.acp	alterna_extreme_fast_04	23	187	1	160	29920	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_extreme_fast_03.acp	alterna_extreme_fast_03	24	263	1	162	42606	2	33	1	1	144	144	0	0
charsys/alterna/anims/gen/alterna_stop_forward_fast.acp	alterna_stop_forward_fast	26	59	1	178	10502	2	31	1	1	128	128	0	0
charsys/alterna/anims/gen/alterna_extreme_fast_02.acp	alterna_extreme_fast_02	23	231	1	160	36960	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_extreme_fast_01.acp	alterna_extreme_fast_01	23	231	1	160	36960	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_stand_medium_04.acp	alterna_stand_medium_04	23	154	1	160	24640	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_stand_medium_03.acp	alterna_stand_medium_03	22	146	1	158	23068	2	35	1	1	148	148	0	0
charsys/alterna/anims/gen/alterna_stand_medium_01.acp	alterna_stand_medium_01	23	162	1	160	25920	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_stop_left_135_fast.acp	alterna_stop_left_135_fast	26	74	1	178	13172	2	31	1	1	128	128	0	0
charsys/alterna/anims/gen/alterna_walk_forward_medium.acp	alterna_walk_forward_medium	23	157	1	160	25120	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_turn_right_180_fast.acp	alterna_turn_right_180_fast	26	82	1	178	14596	2	31	1	1	128	128	0	0
charsys/alterna/anims/gen/alterna_idle_fast.acp	alterna_idle_fast	23	177	1	160	28320	2	34	1	1	146	146	0	0
charsys/alterna/anims/gen/alterna_turn_right_45_fast.acp	alterna_turn_right_45_fast	26	72	1	178	12816	2	31	1	1	128	128	0	0
